,survived,pclass,sex,age,sibsp,parch,fare,adult_male,alive,alone,embarked_Q,embarked_S,class_Second,class_Third,who_man,who_woman,embark_town_Queenstown,embark_town_Southampton
293,0,3,0,-0.39182283528663053,0,0,-0.39182283528663053,0,0,1,0,1,0,1,0,1,0,1
294,0,3,1,-0.39182283528663053,0,0,-0.39182283528663053,1,0,1,0,1,0,1,1,0,0,1
296,0,3,1,-0.4258775148136342,0,0,-0.4258775148136342,1,0,1,0,0,0,1,1,0,0,0
297,0,1,0,-1.8902287344747914,1,2,-1.8902287344747914,0,0,0,0,1,0,0,0,0,0,1
298,1,1,1,,0,0,,1,1,1,0,1,0,0,1,0,0,1
299,1,1,0,1.3790205001175597,0,1,1.3790205001175597,0,1,0,0,0,0,0,0,1,0,0
301,1,3,1,,2,0,,1,1,0,1,0,0,1,1,0,1,0
302,0,3,1,-0.732369630556667,0,0,-0.732369630556667,1,0,1,0,1,0,1,1,0,0,1
303,1,2,0,,0,0,,0,1,1,1,0,1,0,0,1,1,0
305,1,1,1,-1.9637868422531193,1,2,-1.9637868422531193,0,1,0,0,1,0,0,0,0,0,1
306,1,1,0,,0,0,,0,1,1,0,0,0,0,0,1,0,0
307,1,1,0,-0.8685883486646817,1,0,-0.8685883486646817,0,1,0,0,0,0,0,0,1,0,0
308,0,2,1,0.016833319037413395,1,0,0.016833319037413395,1,0,0,0,0,1,0,1,0,0,0
309,1,1,0,0.016833319037413395,0,0,0.016833319037413395,0,1,1,0,0,0,0,0,1,0,0
310,1,1,0,-0.39182283528663053,0,0,-0.39182283528663053,0,1,1,0,0,0,0,0,1,0,0
311,1,1,0,-0.8004789896106744,2,2,-0.8004789896106744,0,1,0,0,0,0,0,0,1,0,0
312,0,2,0,-0.25560411717861586,1,1,-0.25560411717861586,0,0,0,0,1,1,0,0,1,0,1
314,0,2,1,0.9022549867395085,1,1,0.9022549867395085,1,0,0,0,1,1,0,1,0,0,1
315,1,3,0,-0.25560411717861586,0,0,-0.25560411717861586,0,1,1,0,1,0,1,0,1,0,1
316,1,2,0,-0.39182283528663053,1,0,-0.39182283528663053,0,1,0,0,1,1,0,0,1,0,1
317,0,2,1,1.651457936333589,0,0,1.651457936333589,1,0,1,0,1,1,0,1,0,0,1
318,1,1,0,0.08494267809142071,0,2,0.08494267809142071,0,1,0,0,1,0,0,0,1,0,1
319,1,1,0,0.6979269095774866,1,1,0.6979269095774866,0,1,0,0,0,0,0,0,1,0,0
321,0,3,1,-0.18749475812460856,0,0,-0.18749475812460856,1,0,1,0,1,0,1,1,0,0,1
322,1,2,0,0.016833319037413395,0,0,0.016833319037413395,0,1,1,1,0,1,0,0,1,1,0
323,1,2,0,-0.5280415533946451,1,1,-0.5280415533946451,0,1,0,0,1,1,0,0,1,0,1
325,1,1,0,0.4254894733614573,0,0,0.4254894733614573,0,1,1,0,0,0,0,0,1,0,0
326,0,3,1,2.12822344971164,0,0,2.12822344971164,1,0,1,0,1,0,1,1,0,0,1
327,1,2,0,0.4254894733614573,0,0,0.4254894733614573,0,1,1,0,1,1,0,0,1,0,1
328,1,3,0,0.08494267809142071,1,1,0.08494267809142071,0,1,0,0,1,0,1,0,1,0,1
329,1,1,0,-0.936697707718689,0,1,-0.936697707718689,0,1,0,0,0,0,0,0,1,0,0
330,1,3,0,,2,0,,0,1,0,1,0,0,1,0,1,1,0
331,0,1,1,1.0725283843745268,0,0,1.0725283843745268,1,0,1,0,1,0,0,1,0,0,1
332,0,1,1,0.5617081914694719,0,1,0.5617081914694719,1,0,0,0,1,0,0,1,0,0,1
333,0,3,1,-0.936697707718689,2,0,-0.936697707718689,1,0,0,0,1,0,1,1,0,0,1
334,1,1,0,,1,0,,0,1,0,0,1,0,0,0,1,0,1
336,0,1,1,-0.05127604001659392,1,0,-0.05127604001659392,1,0,0,0,1,0,0,1,0,0,1
337,1,1,0,0.7660362686314939,0,0,0.7660362686314939,0,1,1,0,0,0,0,0,1,0,0
338,1,3,1,1.0384737048475232,0,0,1.0384737048475232,1,1,1,0,1,0,1,1,0,0,1
339,0,1,1,1.0384737048475232,0,0,1.0384737048475232,1,0,1,0,1,0,0,1,0,0,1
340,1,2,1,-1.8902287344747914,1,1,-1.8902287344747914,0,1,0,0,1,1,0,0,0,0,1
341,1,1,0,-0.39182283528663053,3,2,-0.39182283528663053,0,1,0,0,1,0,0,0,1,0,1
342,0,2,1,-0.11938539907060124,0,0,-0.11938539907060124,1,0,1,0,1,1,0,1,0,0,1
344,0,2,1,0.4254894733614573,0,0,0.4254894733614573,1,0,1,0,1,1,0,1,0,0,1
345,1,2,0,-0.39182283528663053,0,0,-0.39182283528663053,0,1,1,0,1,1,0,0,1,0,1
346,1,2,0,0.6979269095774866,0,0,0.6979269095774866,0,1,1,0,1,1,0,0,1,0,1
347,1,3,0,,1,0,,0,1,0,0,1,0,1,0,1,0,1
348,1,3,1,-1.822119375420784,1,1,-1.822119375420784,0,1,0,0,1,0,1,0,0,0,1
349,0,3,1,0.8341456276855012,0,0,0.8341456276855012,1,0,1,0,1,0,1,1,0,0,1
350,0,3,1,-0.4599321943406378,0,0,-0.4599321943406378,1,0,1,0,1,0,1,1,0,0,1
351,0,1,1,,0,0,,1,0,1,0,1,0,0,1,0,0,1
352,0,3,1,-1.0048070667726963,1,1,-1.0048070667726963,0,0,0,0,0,0,1,0,0,0,0
353,0,3,1,-0.3237134762326232,1,0,-0.3237134762326232,1,0,0,0,1,0,1,1,0,0,1
356,1,1,0,-0.5280415533946451,0,1,-0.5280415533946451,0,1,0,0,1,0,0,0,1,0,1
357,0,2,0,0.5617081914694719,0,0,0.5617081914694719,0,0,1,0,1,1,0,0,1,0,1
360,0,3,1,0.6979269095774866,1,4,0.6979269095774866,1,0,0,0,1,0,1,1,0,0,1
361,0,2,1,-0.05127604001659392,1,0,-0.05127604001659392,1,0,0,0,0,1,0,1,0,0,0
362,0,3,0,1.0384737048475232,0,1,1.0384737048475232,0,0,0,0,0,0,1,0,1,0,0
363,0,3,1,0.35738011430745,0,0,0.35738011430745,1,0,1,0,1,0,1,1,0,0,1
365,0,3,1,0.016833319037413395,0,0,0.016833319037413395,1,0,1,0,1,0,1,1,0,0,1
366,1,1,0,2.060114090657633,1,0,2.060114090657633,0,1,0,0,0,0,0,0,1,0,0
367,1,3,0,,0,0,,0,1,1,0,0,0,1,0,1,0,0
369,1,1,0,-0.39182283528663053,0,0,-0.39182283528663053,0,1,1,0,0,0,0,0,1,0,0
370,1,1,1,-0.3237134762326232,1,0,-0.3237134762326232,1,1,0,0,0,0,0,1,0,0,0
371,0,3,1,-0.8004789896106744,1,0,-0.8004789896106744,1,0,0,0,1,0,1,1,0,0,1
372,0,3,1,-0.732369630556667,0,0,-0.732369630556667,1,0,1,0,1,0,1,1,0,0,1
373,0,1,1,-0.5280415533946451,0,0,-0.5280415533946451,1,0,1,0,0,0,0,1,0,0,0
374,0,3,0,-1.822119375420784,3,1,-1.822119375420784,0,0,0,0,1,0,1,0,0,0,1
375,1,1,0,,1,0,,0,1,0,0,0,0,0,0,1,0,0
376,1,3,0,-0.5280415533946451,0,0,-0.5280415533946451,0,1,1,0,1,0,1,0,1,0,1
377,0,1,1,-0.18749475812460856,0,2,-0.18749475812460856,1,0,0,0,0,0,0,1,0,0,0
378,0,3,1,-0.6642602715026598,0,0,-0.6642602715026598,1,0,1,0,0,0,1,1,0,0,0
379,0,3,1,-0.732369630556667,0,0,-0.732369630556667,1,0,1,0,1,0,1,1,0,0,1
380,1,1,0,0.8341456276855012,0,0,0.8341456276855012,0,1,1,0,0,0,0,0,1,0,0
381,1,3,0,-1.9583380935287988,0,2,-1.9583380935287988,0,1,0,0,0,0,1,0,0,0,0
382,0,3,1,0.15305203714542803,0,0,0.15305203714542803,1,0,1,0,1,0,1,1,0,0,1
383,1,1,0,0.35738011430745,1,0,0.35738011430745,0,1,0,0,1,0,0,0,1,0,1
385,0,2,1,-0.8004789896106744,0,0,-0.8004789896106744,1,0,1,0,1,1,0,1,0,0,1
386,0,3,1,-1.9583380935287988,5,2,-1.9583380935287988,0,0,0,0,1,0,1,0,0,0,1
388,0,3,1,,0,0,,1,0,1,1,0,0,1,1,0,1,0
389,1,2,0,-0.8685883486646817,0,0,-0.8685883486646817,0,1,1,0,0,1,0,0,1,0,0
390,1,1,1,0.4254894733614573,1,2,0.4254894733614573,1,1,0,0,1,0,0,1,0,0,1
391,1,3,1,-0.5961509124486525,0,0,-0.5961509124486525,1,1,1,0,1,0,1,1,0,0,1
392,0,3,1,-0.11938539907060124,2,0,-0.11938539907060124,1,0,0,0,1,0,1,1,0,0,1
393,1,1,0,-0.4599321943406378,1,0,-0.4599321943406378,0,1,0,0,0,0,0,0,1,0,0
394,1,3,0,-0.39182283528663053,0,2,-0.39182283528663053,0,1,0,0,1,0,1,0,1,0,1
395,0,3,1,-0.5280415533946451,0,0,-0.5280415533946451,1,0,1,0,1,0,1,1,0,0,1
396,0,3,0,0.08494267809142071,0,0,0.08494267809142071,0,0,1,0,1,0,1,0,1,0,1
397,0,2,1,1.1065830639015304,0,0,1.1065830639015304,1,0,1,0,1,1,0,1,0,0,1
398,0,2,1,-0.4599321943406378,0,0,-0.4599321943406378,1,0,1,0,1,1,0,1,0,0,1
399,1,2,0,-0.11938539907060124,0,0,-0.11938539907060124,0,1,1,0,1,1,0,0,1,0,1
400,1,3,1,0.6298175505234792,0,0,0.6298175505234792,1,1,1,0,1,0,1,1,0,0,1
401,0,3,1,-0.25560411717861586,0,0,-0.25560411717861586,1,0,1,0,1,0,1,1,0,0,1
402,0,3,0,-0.5961509124486525,1,0,-0.5961509124486525,0,0,0,0,1,0,1,0,1,0,1
403,0,3,1,-0.11938539907060124,1,0,-0.11938539907060124,1,0,0,0,1,0,1,1,0,0,1
404,0,3,0,-0.6642602715026598,0,0,-0.6642602715026598,0,0,1,0,1,0,1,0,1,0,1
405,0,2,1,0.28927075525344265,1,0,0.28927075525344265,1,0,0,0,1,1,0,1,0,0,1
406,0,3,1,1.4471298591715671,0,0,1.4471298591715671,1,0,1,0,1,0,1,1,0,0,1
407,1,2,1,-1.822119375420784,1,1,-1.822119375420784,0,1,0,0,1,1,0,0,0,0,1
408,0,3,1,-0.5961509124486525,0,0,-0.5961509124486525,1,0,1,0,1,0,1,1,0,0,1
411,0,3,1,,0,0,,1,0,1,1,0,0,1,1,0,1,0
412,1,1,0,0.22116139619943534,1,0,0.22116139619943534,0,1,0,1,0,0,0,0,1,1,0
414,1,3,1,0.9703643457935158,0,0,0.9703643457935158,1,1,1,0,1,0,1,1,0,0,1
415,0,3,0,,0,0,,0,0,1,0,1,0,1,0,1,0,1
416,1,2,0,0.28927075525344265,1,1,0.28927075525344265,0,1,0,0,1,1,0,0,1,0,1
417,1,2,0,-0.8004789896106744,0,2,-0.8004789896106744,0,1,0,0,1,1,0,0,1,0,1
419,0,3,0,-1.345353862042733,0,2,-1.345353862042733,0,0,0,0,1,0,1,0,0,0,1
421,0,3,1,-0.5961509124486525,0,0,-0.5961509124486525,1,0,1,1,0,0,1,1,0,1,0
422,0,3,1,-0.05127604001659392,0,0,-0.05127604001659392,1,0,1,0,1,0,1,1,0,0,1
423,0,3,0,-0.11938539907060124,1,1,-0.11938539907060124,0,0,0,0,1,0,1,0,1,0,1
424,0,3,1,-0.8004789896106744,1,1,-0.8004789896106744,1,0,0,0,1,0,1,1,0,0,1
426,1,2,0,-0.11938539907060124,1,0,-0.11938539907060124,0,1,0,0,1,1,0,0,1,0,1
427,1,2,0,-0.732369630556667,0,0,-0.732369630556667,0,1,1,0,1,1,0,0,1,0,1
429,1,3,1,0.15305203714542803,0,0,0.15305203714542803,1,1,1,0,1,0,1,1,0,0,1
430,1,1,1,-0.11938539907060124,0,0,-0.11938539907060124,1,1,1,0,1,0,0,1,0,0,1
432,1,2,0,0.8341456276855012,1,0,0.8341456276855012,0,1,0,0,1,1,0,0,1,0,1
433,0,3,1,-0.8685883486646817,0,0,-0.8685883486646817,1,0,1,0,1,0,1,1,0,0,1
434,0,1,1,1.3790205001175597,1,0,1.3790205001175597,1,0,0,0,1,0,0,1,0,0,1
435,1,1,0,-1.0729164258267037,1,2,-1.0729164258267037,0,1,0,0,1,0,0,0,0,0,1
436,0,3,0,-0.5961509124486525,2,2,-0.5961509124486525,0,0,0,0,1,0,1,0,1,0,1
437,1,2,0,-0.39182283528663053,2,3,-0.39182283528663053,0,1,0,0,1,1,0,0,1,0,1
438,0,1,1,2.332551526873662,1,4,2.332551526873662,1,0,0,0,1,0,0,1,0,0,1
439,0,2,1,0.08494267809142071,0,0,0.08494267809142071,1,0,1,0,1,1,0,1,0,0,1
440,1,2,0,1.0384737048475232,1,1,1.0384737048475232,0,1,0,0,1,1,0,0,1,0,1
441,0,3,1,-0.6642602715026598,0,0,-0.6642602715026598,1,0,1,0,1,0,1,1,0,0,1
442,0,3,1,-0.3237134762326232,1,0,-0.3237134762326232,1,0,0,0,1,0,1,1,0,0,1
443,1,2,0,-0.11938539907060124,0,0,-0.11938539907060124,0,1,1,0,1,1,0,0,1,0,1
444,1,3,1,,0,0,,1,1,1,0,1,0,1,1,0,0,1
445,1,1,1,-1.754010016366777,0,2,-1.754010016366777,0,1,0,0,1,0,0,0,0,0,1
446,1,2,0,-1.141025784880711,0,1,-1.141025784880711,0,1,0,0,1,1,0,0,0,0,1
447,1,1,1,0.28927075525344265,0,0,0.28927075525344265,1,1,1,0,1,0,0,1,0,0,1
448,1,3,0,-1.6859006573127695,2,1,-1.6859006573127695,0,1,0,0,0,0,1,0,0,0,0
449,1,1,1,1.5152392182255743,0,0,1.5152392182255743,1,1,1,0,1,0,0,1,0,0,1
450,0,2,1,0.4254894733614573,1,2,0.4254894733614573,1,0,0,0,1,1,0,1,0,0,1
451,0,3,1,,1,0,,1,0,0,0,1,0,1,1,0,0,1
452,0,1,1,0.016833319037413395,0,0,0.016833319037413395,1,0,1,0,0,0,0,1,0,0,0
453,1,1,1,1.3109111410635523,1,0,1.3109111410635523,1,1,0,0,0,0,0,1,0,0,0
455,1,3,1,-0.05127604001659392,0,0,-0.05127604001659392,1,1,1,0,0,0,1,1,0,0,0
456,0,1,1,2.4006608859276692,0,0,2.4006608859276692,1,0,1,0,1,0,0,1,0,0,1
457,1,1,0,,1,0,,0,1,0,0,1,0,0,0,1,0,1
458,1,2,0,1.3790205001175597,0,0,1.3790205001175597,0,1,1,0,1,1,0,0,1,0,1
460,1,1,1,1.2428017820095452,0,0,1.2428017820095452,1,1,1,0,1,0,0,1,0,0,1
461,0,3,1,0.28927075525344265,0,0,0.28927075525344265,1,0,1,0,1,0,1,1,0,0,1
462,0,1,1,1.1746924229555378,0,0,1.1746924229555378,1,0,1,0,1,0,0,1,0,0,1
463,0,2,1,1.2428017820095452,0,0,1.2428017820095452,1,0,1,0,1,1,0,1,0,0,1
465,0,3,1,0.5617081914694719,0,0,0.5617081914694719,1,0,1,0,1,0,1,1,0,0,1
467,0,1,1,1.7876766544416036,0,0,1.7876766544416036,1,0,1,0,1,0,0,1,0,0,1
468,0,3,1,,0,0,,1,0,1,1,0,0,1,1,0,1,0
469,1,3,0,-1.9753654332923005,2,1,-1.9753654332923005,0,1,0,0,0,0,1,0,0,0,0
471,0,3,1,0.5617081914694719,0,0,0.5617081914694719,1,0,1,0,1,0,1,1,0,0,1
472,1,2,0,0.22116139619943534,1,2,0.22116139619943534,0,1,0,0,1,1,0,0,1,0,1
473,1,2,0,-0.4599321943406378,0,0,-0.4599321943406378,0,1,1,0,0,1,0,0,1,0,0
474,0,3,0,-0.5280415533946451,0,0,-0.5280415533946451,0,0,1,0,1,0,1,0,1,0,1
475,0,1,1,,0,0,,1,0,1,0,1,0,0,1,0,0,1
477,0,3,1,-0.05127604001659392,1,0,-0.05127604001659392,1,0,0,0,1,0,1,1,0,0,1
478,0,3,1,-0.5280415533946451,0,0,-0.5280415533946451,1,0,1,0,1,0,1,1,0,0,1
479,1,3,0,-1.8902287344747914,0,1,-1.8902287344747914,0,1,0,0,1,0,1,0,0,0,1
480,0,3,1,-1.4134632210967402,5,2,-1.4134632210967402,0,0,0,0,1,0,1,0,0,0,1
482,0,3,1,1.3790205001175597,0,0,1.3790205001175597,1,0,1,0,1,0,1,1,0,0,1
483,1,3,0,2.2644421678196545,0,0,2.2644421678196545,0,1,1,0,1,0,1,0,1,0,1
484,1,1,1,-0.3237134762326232,1,0,-0.3237134762326232,1,1,0,0,0,0,0,1,0,0,0
486,1,1,0,0.35738011430745,1,0,0.35738011430745,0,1,0,0,1,0,0,0,1,0,1
487,0,1,1,1.9238953725496182,0,0,1.9238953725496182,1,0,1,0,0,0,0,1,0,0,0
489,1,3,1,-1.4134632210967402,1,1,-1.4134632210967402,0,1,0,0,1,0,1,0,0,0,1
491,0,3,1,-0.5961509124486525,0,0,-0.5961509124486525,1,0,1,0,1,0,1,1,0,0,1
492,0,1,1,1.7195672953875962,0,0,1.7195672953875962,1,0,1,0,1,0,0,1,0,0,1
493,0,1,1,2.809317040251713,0,0,2.809317040251713,1,0,1,0,0,0,0,1,0,0,0
495,0,3,1,,0,0,,1,0,1,0,0,0,1,1,0,0,0
496,1,1,0,1.651457936333589,1,0,1.651457936333589,0,1,0,0,0,0,0,0,1,0,0
497,0,3,1,,0,0,,1,0,1,0,1,0,1,1,0,0,1
498,0,1,0,-0.3237134762326232,1,2,-0.3237134762326232,0,0,0,0,1,0,0,0,1,0,1
499,0,3,1,-0.39182283528663053,0,0,-0.39182283528663053,1,0,1,0,1,0,1,1,0,0,1
501,0,3,0,-0.5961509124486525,0,0,-0.5961509124486525,0,0,1,1,0,0,1,0,1,1,0
502,0,3,0,,0,0,,0,0,1,1,0,0,1,0,1,1,0
503,0,3,0,0.4935988324154646,0,0,0.4935988324154646,0,0,1,0,1,0,1,0,1,0,1
504,1,1,0,-0.936697707718689,0,0,-0.936697707718689,0,1,1,0,1,0,0,0,1,0,1
505,0,1,1,-0.8004789896106744,1,0,-0.8004789896106744,1,0,0,0,0,0,0,1,0,0,0
506,1,2,0,0.22116139619943534,0,2,0.22116139619943534,0,1,0,0,1,1,0,0,1,0,1
507,1,1,1,,0,0,,1,1,1,0,1,0,0,1,0,0,1
508,0,3,1,-0.11938539907060124,0,0,-0.11938539907060124,1,0,1,0,1,0,1,1,0,0,1
509,1,3,1,-0.25560411717861586,0,0,-0.25560411717861586,1,1,1,0,1,0,1,1,0,0,1
510,1,3,1,-0.05127604001659392,0,0,-0.05127604001659392,1,1,1,1,0,0,1,1,0,1,0
512,1,1,1,0.4254894733614573,0,0,0.4254894733614573,1,1,1,0,1,0,0,1,0,0,1
513,1,1,0,1.651457936333589,1,0,1.651457936333589,0,1,0,0,0,0,0,0,1,0,0
514,0,3,1,-0.39182283528663053,0,0,-0.39182283528663053,1,0,1,0,1,0,1,1,0,0,1
515,0,1,1,1.1746924229555378,0,0,1.1746924229555378,1,0,1,0,1,0,0,1,0,0,1
516,1,2,0,0.28927075525344265,0,0,0.28927075525344265,0,1,1,0,1,1,0,0,1,0,1
517,0,3,1,,0,0,,1,0,1,1,0,0,1,1,0,1,0
518,1,2,0,0.4254894733614573,1,0,0.4254894733614573,0,1,0,0,1,1,0,0,1,0,1
519,0,3,1,0.15305203714542803,0,0,0.15305203714542803,1,0,1,0,1,0,1,1,0,0,1
520,1,1,0,0.016833319037413395,0,0,0.016833319037413395,0,1,1,0,1,0,0,0,1,0,1
523,1,1,0,0.9703643457935158,0,1,0.9703643457935158,0,1,0,0,0,0,0,0,1,0,0
524,0,3,1,,0,0,,1,0,1,0,0,0,1,1,0,0,0
525,0,3,1,0.7319815891044902,0,0,0.7319815891044902,1,0,1,1,0,0,1,1,0,1,0
527,0,1,1,,0,0,,1,0,1,0,1,0,0,1,0,0,1
528,0,3,1,0.6298175505234792,0,0,0.6298175505234792,1,0,1,0,1,0,1,1,0,0,1
529,0,2,1,-0.4599321943406378,2,1,-0.4599321943406378,1,0,0,0,1,1,0,1,0,0,1
530,1,2,0,-1.8902287344747914,1,1,-1.8902287344747914,0,1,0,0,1,1,0,0,0,0,1
532,0,3,1,-0.8685883486646817,1,1,-0.8685883486646817,1,0,0,0,0,0,1,1,0,0,0
533,1,3,0,,0,2,,0,1,0,0,0,0,1,0,1,0,0
534,0,3,0,0.016833319037413395,0,0,0.016833319037413395,0,0,1,0,1,0,1,0,1,0,1
535,1,2,0,-1.549681939204755,0,2,-1.549681939204755,0,1,0,0,1,1,0,0,0,0,1
536,0,1,1,1.0384737048475232,0,0,1.0384737048475232,1,0,1,0,1,0,0,1,0,0,1
537,1,1,0,0.016833319037413395,0,0,0.016833319037413395,0,1,1,0,0,0,0,0,1,0,0
538,0,3,1,,0,0,,1,0,1,0,1,0,1,1,0,0,1
539,1,1,0,-0.5280415533946451,0,2,-0.5280415533946451,0,1,0,0,0,0,0,0,1,0,0
540,1,1,0,0.4254894733614573,0,2,0.4254894733614573,0,1,0,0,1,0,0,0,1,0,1
541,0,3,0,-1.4134632210967402,4,2,-1.4134632210967402,0,0,0,0,1,0,1,0,0,0,1
542,0,3,0,-1.2772445029887256,4,2,-1.2772445029887256,0,0,0,0,1,0,1,0,0,0,1
543,1,2,1,0.15305203714542803,1,0,0.15305203714542803,1,1,0,0,1,1,0,1,0,0,1
544,0,1,1,1.3790205001175597,1,0,1.3790205001175597,1,0,0,0,0,0,0,1,0,0,0
545,0,1,1,2.332551526873662,0,0,2.332551526873662,1,0,1,0,1,0,0,1,0,0,1
546,1,2,0,-0.732369630556667,1,0,-0.732369630556667,0,1,0,0,1,1,0,0,1,0,1
547,1,2,1,,0,0,,1,1,1,0,0,1,0,1,0,0,0
548,0,3,1,0.22116139619943534,1,1,0.22116139619943534,1,0,0,0,1,0,1,1,0,0,1
549,1,2,1,-1.4815725801507476,1,1,-1.4815725801507476,0,1,0,0,1,1,0,0,0,0,1
550,1,1,1,-0.8685883486646817,0,2,-0.8685883486646817,1,1,0,0,0,0,0,1,0,0,0
551,0,2,1,-0.18749475812460856,0,0,-0.18749475812460856,1,0,1,0,1,1,0,1,0,0,1
552,0,3,1,,0,0,,1,0,1,1,0,0,1,1,0,1,0
553,1,3,1,-0.5280415533946451,0,0,-0.5280415533946451,1,1,1,0,0,0,1,1,0,0,0
554,1,3,0,-0.5280415533946451,0,0,-0.5280415533946451,0,1,1,0,1,0,1,0,1,0,1
556,1,1,0,1.2428017820095452,1,0,1.2428017820095452,0,1,0,0,0,0,0,0,1,0,0
557,0,1,1,,0,0,,1,0,1,0,0,0,0,1,0,0,0
558,1,1,0,0.6298175505234792,1,1,0.6298175505234792,0,1,0,0,1,0,0,0,1,0,1
559,1,3,0,0.4254894733614573,1,0,0.4254894733614573,0,1,0,0,1,0,1,0,1,0,1
561,0,3,1,0.6979269095774866,0,0,0.6979269095774866,1,0,1,0,1,0,1,1,0,0,1
562,0,2,1,-0.11938539907060124,0,0,-0.11938539907060124,1,0,1,0,1,1,0,1,0,0,1
565,0,3,1,-0.39182283528663053,2,0,-0.39182283528663053,1,0,0,0,1,0,1,1,0,0,1
566,0,3,1,-0.732369630556667,0,0,-0.732369630556667,1,0,1,0,1,0,1,1,0,0,1
567,0,3,0,-0.05127604001659392,0,4,-0.05127604001659392,0,0,0,0,1,0,1,0,1,0,1
569,1,3,1,0.15305203714542803,0,0,0.15305203714542803,1,1,1,0,1,0,1,1,0,0,1
570,1,2,1,2.1963328087656473,0,0,2.1963328087656473,1,1,1,0,1,1,0,1,0,0,1
571,1,1,0,1.5833485772795817,2,0,1.5833485772795817,0,1,0,0,1,0,0,0,1,0,1
572,1,1,1,0.4254894733614573,0,0,0.4254894733614573,1,1,1,0,1,0,0,1,0,0,1
574,0,3,1,-0.936697707718689,0,0,-0.936697707718689,1,0,1,0,1,0,1,1,0,0,1
575,0,3,1,-0.732369630556667,0,0,-0.732369630556667,1,0,1,0,1,0,1,1,0,0,1
576,1,2,0,0.28927075525344265,0,0,0.28927075525344265,0,1,1,0,1,1,0,0,1,0,1
577,1,1,0,0.6298175505234792,1,0,0.6298175505234792,0,1,0,0,1,0,0,0,1,0,1
578,0,3,0,,1,0,,0,0,0,0,0,0,1,0,1,0,0
579,1,3,1,0.15305203714542803,0,0,0.15305203714542803,1,1,1,0,1,0,1,1,0,0,1
580,1,2,0,-0.3237134762326232,1,1,-0.3237134762326232,0,1,0,0,1,1,0,0,1,0,1
581,1,1,0,0.6298175505234792,1,1,0.6298175505234792,0,1,0,0,0,0,0,0,1,0,0
582,0,2,1,1.651457936333589,0,0,1.651457936333589,1,0,1,0,1,1,0,1,0,0,1
583,0,1,1,0.4254894733614573,0,0,0.4254894733614573,1,0,1,0,0,0,0,1,0,0,0
584,0,3,1,,0,0,,1,0,1,0,0,0,1,1,0,0,0
585,1,1,0,-0.8004789896106744,0,2,-0.8004789896106744,0,1,0,0,1,0,0,0,1,0,1
586,0,2,1,1.1746924229555378,0,0,1.1746924229555378,1,0,1,0,1,1,0,1,0,0,1
587,1,1,1,2.060114090657633,1,1,2.060114090657633,1,1,0,0,0,0,0,1,0,0,0
590,0,3,1,0.35738011430745,0,0,0.35738011430745,1,0,1,0,1,0,1,1,0,0,1
591,1,1,0,1.5152392182255743,1,0,1.5152392182255743,0,1,0,0,0,0,0,0,1,0,0
592,0,3,1,1.1746924229555378,0,0,1.1746924229555378,1,0,1,0,1,0,1,1,0,0,1
593,0,3,0,,0,2,,0,0,0,1,0,0,1,0,1,1,0
594,0,2,1,0.4935988324154646,1,0,0.4935988324154646,1,0,0,0,1,1,0,1,0,0,1
595,0,3,1,0.4254894733614573,1,1,0.4254894733614573,1,0,0,0,1,0,1,1,0,0,1
596,1,2,0,,0,0,,0,1,1,0,1,1,0,0,1,0,1
597,0,3,1,1.3109111410635523,0,0,1.3109111410635523,1,0,1,0,1,0,1,1,0,0,1
599,1,1,1,1.3109111410635523,1,0,1.3109111410635523,1,1,0,0,0,0,0,1,0,0,0
600,1,2,0,-0.39182283528663053,2,1,-0.39182283528663053,0,1,0,0,1,1,0,0,1,0,1
602,0,1,1,,0,0,,1,0,1,0,1,0,0,1,0,0,1
603,0,3,1,0.9703643457935158,0,0,0.9703643457935158,1,0,1,0,1,0,1,1,0,0,1
604,1,1,1,0.35738011430745,0,0,0.35738011430745,1,1,1,0,0,0,0,1,0,0,0
605,0,3,1,0.4254894733614573,1,0,0.4254894733614573,1,0,0,0,1,0,1,1,0,0,1
606,0,3,1,0.016833319037413395,0,0,0.016833319037413395,1,0,1,0,1,0,1,1,0,0,1
607,1,1,1,-0.18749475812460856,0,0,-0.18749475812460856,1,1,1,0,1,0,0,1,0,0,1
608,1,2,0,-0.5280415533946451,1,2,-0.5280415533946451,0,1,0,0,0,1,0,0,1,0,0
609,1,1,0,0.6979269095774866,0,0,0.6979269095774866,0,1,1,0,1,0,0,0,1,0,1
610,0,3,0,0.6298175505234792,1,5,0.6298175505234792,0,0,0,0,1,0,1,0,1,0,1
611,0,3,1,,0,0,,1,0,1,0,1,0,1,1,0,0,1
615,1,2,0,-0.39182283528663053,1,2,-0.39182283528663053,0,1,0,0,1,1,0,0,1,0,1
616,0,3,1,0.28927075525344265,1,1,0.28927075525344265,1,0,0,0,1,0,1,1,0,0,1
617,0,3,0,-0.25560411717861586,1,0,-0.25560411717861586,0,0,0,0,1,0,1,0,1,0,1
618,1,2,0,-1.754010016366777,2,1,-1.754010016366777,0,1,0,0,1,1,0,0,0,0,1
619,0,2,1,-0.25560411717861586,0,0,-0.25560411717861586,1,0,1,0,1,1,0,1,0,0,1
620,0,3,1,-0.18749475812460856,1,0,-0.18749475812460856,1,0,0,0,0,0,1,1,0,0,0
621,1,1,1,0.8341456276855012,1,0,0.8341456276855012,1,1,0,0,1,0,0,1,0,0,1
